,PK,ON_ID,PR_ID,CU_ID,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,DEALSIZE
697,10344_2,ON241,ON27,CU68,10344,40,56.910000000000004,2,2276.4,Shipped,Small
698,10367_4,ON220,ON27,CU4,10367,45,197.44,4,8884.8,Resolved,Large
699,10379_1,ON242,ON27,CU24,10379,27,49.3,1,1331.1,Shipped,Small
700,10407_1,ON222,ON27,CU62,10407,42,72.65,1,3051.3,On Hold,Medium
701,10420_4,ON243,ON27,CU21,10420,36,63.57,4,2288.52,In Process,Small
702,10104_12,ON151,ON28,CU24,10104,29,130.09,12,3772.61,Shipped,Medium
703,10114_3,ON91,ON28,CU63,10114,39,106.78,3,4164.42,Shipped,Medium
704,10127_14,ON125,ON28,CU75,10127,45,139.91,14,6295.95,Shipped,Medium
705,10141_8,ON164,ON28,CU74,10141,47,133.78,8,6287.66,Shipped,Medium
706,10151_6,ON165,ON28,CU61,10151,49,110.46,6,5412.54,Shipped,Medium
707,10165_15,ON128,ON28,CU27,10165,46,130.09,15,5984.14,Shipped,Medium
708,10175_4,ON93,ON28,CU50,10175,48,122.73,4,5891.04,Shipped,Medium
709,10184_9,ON166,ON28,CU82,10184,46,130.09,9,5984.14,Shipped,Medium
710,10195_9,ON167,ON28,CU48,10195,35,103.09,9,3608.15,Shipped,Medium
711,10207_10,ON94,ON28,CU65,10207,43,133.78,10,5752.54,Shipped,Medium
712,10229_4,ON96,ON28,CU40,10229,26,144.82,4,3765.32,Shipped,Medium
713,10246_8,ON169,ON28,CU24,10246,22,98.18,8,2159.96,Shipped,Small
714,10259_7,ON97,ON28,CU66,10259,34,99.41,7,3379.94,Shipped,Medium
715,10271_8,ON170,ON28,CU40,10271,50,101.87,8,5093.5,Shipped,Medium
716,10281_4,ON98,ON28,CU19,10281,48,120.27999999999999,4,5773.44,Shipped,Medium
717,10292_11,ON171,ON28,CU1,10292,41,110.46,11,4528.86,Shipped,Medium
718,10305_8,ON99,ON28,CU16,10305,36,133.78,8,4816.08,Shipped,Medium
719,10313_2,ON100,ON28,CU32,10313,29,117.82000000000001,2,3416.78,Shipped,Medium
720,10324_10,ON153,ON28,CU12,10324,33,37.48,10,1236.84,Shipped,Small
721,10334_6,ON101,ON28,CU25,10334,46,126.41,6,5814.86,On Hold,Medium
722,10349_7,ON160,ON28,CU75,10349,38,137.45999999999998,7,5223.48,Shipped,Medium
723,10358_11,ON154,ON28,CU24,10358,20,36.42,11,728.4,Shipped,Small
724,10370_5,ON102,ON28,CU43,10370,22,179.5,5,3949.0,Shipped,Medium
725,10383_11,ON246,ON28,CU24,10383,27,142.37,11,3843.99,Shipped,Medium
726,10412_8,ON172,ON28,CU24,10412,56,98.17999999999999,8,5498.08,Shipped,Medium
727,10425_7,ON103,ON28,CU15,10425,38,99.41,7,3777.58,In Process,Medium
728,10101_4,ON247,ON29,CU73,10101,25,151.28,4,3782.0,Shipped,Medium
729,10110_4,ON211,ON29,CU78,10110,33,116.96,4,3859.68,Shipped,Medium
730,10124_3,ON238,ON29,CU85,10124,42,105.52000000000001,3,4431.84,Shipped,Medium
731,10149_8,ON197,ON29,CU83,10149,33,150.01,8,4950.33,Shipped,Medium
732,10162_6,ON198,ON29,CU5,10162,38,113.14999999999999,6,4299.7,Shipped,Medium
733,10173_10,ON199,ON29,CU87,10173,31,144.93,10,4492.83,Shipped,Medium
734,10182_7,ON200,ON29,CU40,10182,20,110.6,7,2212.0,Shipped,Small
735,10193_11,ON201,ON29,CU88,10193,44,105.52,11,4642.88,Shipped,Medium
736,10204_1,ON183,ON29,CU75,10204,26,123.32000000000001,1,3206.32,Shipped,Medium
737,10214_4,ON239,ON29,CU26,10214,27,133.49,4,3604.23,Shipped,Medium
738,10227_7,ON203,ON29,CU31,10227,46,152.56,7,7017.76,Shipped,Large
739,10243_2,ON248,ON29,CU65,10243,47,130.94,2,6154.18,Shipped,Medium
740,10280_13,ON42,ON29,CU37,10280,37,128.4,13,4750.8,Shipped,Medium
741,10288_2,ON217,ON29,CU66,10288,31,123.32000000000001,2,3822.92,Shipped,Medium
742,10304_17,ON44,ON29,CU39,10304,24,101.7,17,2440.8,Shipped,Small
743,10312_14,ON45,ON29,CU40,10312,31,152.56,14,4729.36,Shipped,Medium
744,10322_6,ON46,ON29,CU41,10322,50,250.73,6,12536.5,Shipped,Large
745,10332_8,ON207,ON29,CU78,10332,35,64.69,8,2264.15,Shipped,Small
746,10344_3,ON241,ON29,CU68,10344,30,130.94,3,3928.2,Shipped,Medium
747,10356_3,ON189,ON29,CU3,10356,29,125.17999999999999,3,3630.22,Shipped,Medium
748,10367_5,ON220,ON29,CU4,10367,27,155.41,5,4196.07,Resolved,Medium
749,10380_10,ON209,ON29,CU24,10380,40,123.29,10,4931.6,Shipped,Medium
750,10390_16,ON191,ON29,CU40,10390,31,98.99,16,3068.69,Shipped,Medium
751,10409_2,ON249,ON29,CU66,10409,6,130.94,2,785.64,Shipped,Small
752,10420_2,ON243,ON29,CU21,10420,45,110.6,2,4977.0,In Process,Medium
753,10103_2,ON27,ON30,CU18,10103,22,54.09,2,1189.98,Shipped,Small
754,10114_6,ON91,ON30,CU63,10114,45,68.67,6,3090.15,Shipped,Medium
755,10126_2,ON29,ON30,CU26,10126,43,65.02,2,2795.86,Shipped,Small
756,10140_2,ON30,ON30,CU6,10140,46,61.99,2,2851.54,Shipped,Small
757,10151_9,ON165,ON30,CU61,10151,39,69.28,9,2701.92,Shipped,Small
758,10165_18,ON128,ON30,CU27,10165,31,71.1,18,2204.1,Shipped,Small
759,10175_7,ON93,ON30,CU50,10175,41,69.28,7,2840.48,Shipped,Small
760,10184_12,ON166,ON30,CU82,10184,44,60.16,12,2647.04,Shipped,Small
761,10194_2,ON35,ON30,CU31,10194,45,70.49000000000001,2,3172.05,Shipped,Medium
762,10207_13,ON94,ON30,CU65,10207,37,69.89,13,2585.93,Shipped,Small
763,10217_2,ON95,ON30,CU66,10217,35,61.38,2,2148.3,Shipped,Small
764,10229_7,ON96,ON30,CU40,10229,28,59.550000000000004,7,1667.4,Shipped,Small
765,10246_11,ON169,ON30,CU24,10246,30,61.99,11,1859.7,Shipped,Small
766,10259_10,ON97,ON30,CU66,10259,30,49.22,10,1476.6,Shipped,Small
767,10271_11,ON170,ON30,CU40,10271,25,69.28,11,1732.0,Shipped,Small
768,10281_7,ON98,ON30,CU19,10281,29,57.730000000000004,7,1674.17,Shipped,Small
769,10291_2,ON43,ON30,CU38,10291,26,57.730000000000004,2,1500.98,Shipped,Small
770,10305_11,ON99,ON30,CU16,10305,41,53.48,11,2192.68,Shipped,Small
771,10313_5,ON100,ON30,CU32,10313,34,52.87,5,1797.58,Shipped,Small
772,10322_11,ON46,ON30,CU41,10322,35,61.21,11,2142.35,Shipped,Small
773,10334_1,ON101,ON30,CU25,10334,34,61.38,1,2086.92,On Hold,Small
774,10347_8,ON48,ON30,CU11,10347,50,136.69,8,6834.5,Shipped,Medium
775,10357_7,ON49,ON30,CU40,10357,41,61.99,7,2541.59,Shipped,Small
776,10370_7,ON102,ON30,CU43,10370,22,96.86,7,2130.92,Shipped,Small
777,10381_7,ON51,ON30,CU5,10381,35,48.620000000000005,7,1701.7,Shipped,Small
778,10391_5,ON52,ON30,CU43,10391,44,38.5,5,1694.0,Shipped,Small
779,10412_11,ON172,ON30,CU24,10412,47,61.99,11,2913.53,Shipped,Small
780,10425_10,ON103,ON30,CU15,10425,19,49.22,10,935.18,In Process,Small
781,10106_2,ON223,ON31,CU87,10106,34,90.39,2,3073.26,Shipped,Medium
782,10120_8,ON55,ON31,CU11,10120,29,71.80999999999999,8,2082.49,Shipped,Small
783,10133_3,ON250,ON31,CU24,10133,49,69.27,3,3394.23,Shipped,Medium
784,10145_14,ON4,ON31,CU4,10145,30,85.32,14,2559.6,Shipped,Small
785,10168_9,ON6,ON31,CU6,10168,21,70.96000000000001,9,1490.16,Shipped,Small
786,10210_7,ON56,ON31,CU45,10210,50,76.88,7,3844.0,Shipped,Medium
787,10223_9,ON11,ON31,CU11,10223,47,100.53,9,4724.91,Shipped,Medium
788,10235_3,ON251,ON31,CU58,10235,24,76.03,3,1824.72,Shipped,Small
789,10250_4,ON226,ON31,CU62,10250,27,98.83999999999999,4,2668.68,Shipped,Small
790,10263_10,ON14,ON31,CU14,10263,33,86.17,10,2843.61,Shipped,Small
791,10275_9,ON15,ON31,CU15,10275,35,90.39,9,3163.65,Shipped,Medium
792,10284_1,ON229,ON31,CU86,10284,31,71.81,1,2226.11,Shipped,Small
793,10297_4,ON252,ON31,CU76,10297,25,82.79,4,2069.75,Shipped,Small
794,10308_7,ON59,ON31,CU48,10308,27,82.78999999999999,7,2235.33,Shipped,Small
795,10318_9,ON19,ON31,CU19,10318,31,100.53,9,3116.43,Shipped,Medium
796,10327_8,ON231,ON31,CU49,10327,45,106.25999999999999,8,4781.7,Resolved,Medium
797,10339_2,ON60,ON31,CU36,10339,27,104.1,2,2810.7,Shipped,Small
798,10353_1,ON253,ON31,CU89,10353,27,130.21,1,3515.67,Shipped,Medium
799,10374_2,ON61,ON31,CU29,10374,42,69.27000000000001,2,2909.34,Shipped,Small
800,10386_18,ON234,ON31,CU24,10386,21,74.77000000000001,18,1570.17,Resolved,Small
801,10398_15,ON235,ON31,CU2,10398,34,76.88,15,2613.92,Shipped,Small
802,10401_3,ON254,ON31,CU13,10401,42,76.03,3,3193.26,On Hold,Medium
803,10416_4,ON236,ON31,CU71,10416,15,98.83999999999999,4,1482.6,Shipped,Small
804,10107_6,ON1,ON32,CU1,10107,29,70.87,6,2055.23,Shipped,Small
805,10120_4,ON55,ON32,CU11,10120,46,58.15,4,2674.9,Shipped,Small
806,10134_6,ON3,ON32,CU3,10134,30,61.78,6,1853.4,Shipped,Small
807,10145_10,ON4,ON32,CU4,10145,30,49.669999999999995,10,1490.1,Shipped,Small
808,10159_18,ON5,ON32,CU5,10159,42,51.48,18,2162.16,Shipped,Small
809,10168_5,ON6,ON32,CU6,10168,46,61.18000000000001,5,2814.28,Shipped,Small
810,10180_13,ON7,ON32,CU7,10180,25,64.2,13,1605.0,Shipped,Small
811,10188_5,ON8,ON32,CU8,10188,32,65.42,5,2093.44,Shipped,Small
812,10201_6,ON9,ON32,CU9,10201,30,64.81,6,1944.3,Shipped,Small
813,10210_3,ON56,ON32,CU45,10210,40,49.67,3,1986.8,Shipped,Small
814,10223_5,ON11,ON32,CU11,10223,28,60.57,5,1695.96,Shipped,Small
815,10236_2,ON57,ON32,CU46,10236,23,55.72,2,1281.56,Shipped,Small
816,10251_6,ON13,ON32,CU13,10251,29,61.18,6,1774.22,Shipped,Small
817,10263_6,ON14,ON32,CU14,10263,34,58.75,6,1997.5,Shipped,Small
818,10275_5,ON15,ON32,CU15,10275,37,63.599999999999994,5,2353.2,Shipped,Small
819,10285_10,ON16,ON32,CU16,10285,20,49.06,10,981.2,Shipped,Small
820,10298_2,ON58,ON32,CU47,10298,32,48.46,2,1550.72,Shipped,Small
821,10308_3,ON59,ON32,CU48,10308,34,52.089999999999996,3,1771.06,Shipped,Small
822,10318_5,ON19,ON32,CU19,10318,42,52.7,5,2213.4,Shipped,Small
823,10329_12,ON20,ON32,CU1,10329,38,138.58,12,5266.04,Shipped,Medium
824,10339_1,ON60,ON32,CU36,10339,30,62.16,1,1864.8,Shipped,Small
825,10362_3,ON63,ON32,CU6,10362,23,49.67,3,1142.41,Shipped,Small
826,10374_4,ON61,ON32,CU29,10374,22,53.3,4,1172.6,Shipped,Small
827,10389_5,ON122,ON32,CU38,10389,39,179.0,5,6981.0,Shipped,Medium
828,10402_2,ON62,ON32,CU10,10402,55,55.72,2,3064.6,Shipped,Medium
829,10417_6,ON26,ON32,CU24,10417,36,61.18,6,2202.48,Disputed,Small
830,10101_1,ON247,ON33,CU73,10101,26,145.13,1,3773.38,Shipped,Medium
831,10110_1,ON211,ON33,CU78,10110,31,163.69,1,5074.39,Shipped,Medium
832,10125_2,ON195,ON33,CU11,10125,34,190.69,2,6483.46,Shipped,Medium
833,10139_8,ON196,ON33,CU21,10139,41,194.06,8,7956.46,Shipped,Large
834,10149_5,ON197,ON33,CU83,10149,23,183.94,5,4230.62,Shipped,Medium
835,10162_3,ON198,ON33,CU5,10162,48,150.19,3,7209.12,Shipped,Large
836,10173_7,ON199,ON33,CU87,10173,22,156.94,7,3452.68,Shipped,Medium
837,10182_4,ON200,ON33,CU40,10182,21,145.13,4,3047.73,Shipped,Medium
838,10193_8,ON201,ON33,CU88,10193,22,167.06,8,3675.32,Shipped,Medium
839,10205_3,ON202,ON33,CU24,10205,40,187.31,3,7492.4,Shipped,Large
840,10214_1,ON239,ON33,CU26,10214,50,190.69,1,9534.5,Shipped,Large
841,10227_4,ON203,ON33,CU31,10227,29,192.38000000000002,4,5579.02,Shipped,Medium
842,10244_8,ON204,ON33,CU24,10244,43,138.38,8,5950.34,Shipped,Medium
843,10255_1,ON255,ON33,CU84,10255,24,155.25,1,3726.0,Shipped,Medium
844,10280_10,ON42,ON33,CU37,10280,22,202.5,10,4455.0,Shipped,Medium
845,10289_3,ON206,ON33,CU8,10289,43,192.38,3,8272.34,Shipped,Large
846,10304_14,ON44,ON33,CU39,10304,20,178.88,14,3577.6,Shipped,Medium
847,10312_11,ON45,ON33,CU40,10312,25,155.25,11,3881.25,Shipped,Medium
848,10322_2,ON46,ON33,CU41,10322,36,161.04,2,5797.44,Shipped,Medium
849,10332_1,ON207,ON33,CU78,10332,24,52.669999999999995,1,1264.08,Shipped,Small
850,10347_6,ON48,ON33,CU11,10347,21,229.3,6,4815.3,Shipped,Medium
851,10356_1,ON189,ON33,CU3,10356,30,148.73999999999998,1,4462.2,Shipped,Medium
852,10367_7,ON220,ON33,CU4,10367,32,94.79,7,3033.28,Resolved,Medium
853,10380_8,ON209,ON33,CU24,10380,21,47.18,8,990.78,Shipped,Small
854,10390_7,ON191,ON33,CU40,10390,26,78.11,7,2030.86,Shipped,Small
855,10421_1,ON256,ON33,CU40,10421,35,155.25,1,5433.75,In Process,Medium
856,10109_1,ON178,ON34,CU46,10109,26,121.44,1,3157.44,Shipped,Medium
857,10123_3,ON212,ON34,CU47,10123,46,112.2,3,5161.2,Shipped,Medium
858,10137_3,ON213,ON34,CU2,10137,37,117.48,3,4346.76,Shipped,Medium
859,10148_10,ON180,ON34,CU43,10148,27,130.68,10,3528.36,Shipped,Medium
860,10161_9,ON181,ON34,CU79,10161,23,138.6,9,3187.8,Shipped,Medium
861,10172_7,ON214,ON34,CU14,10172,39,154.44,7,6023.16,Shipped,Medium
862,10181_3,ON109,ON34,CU8,10181,27,143.88,3,3884.76,Shipped,Medium
863,10192_8,ON173,ON34,CU41,10192,38,130.68,8,4965.84,Shipped,Medium
864,10204_14,ON183,ON34,CU75,10204,27,154.44,14,4169.88,Shipped,Medium
865,10212_7,ON158,ON34,CU24,10212,40,122.75999999999999,7,4910.4,Shipped,Medium
866,10226_5,ON215,ON34,CU56,10226,24,134.64000000000001,5,3231.36,Shipped,Medium
867,10241_12,ON216,ON34,CU84,10241,44,155.76,12,6853.44,Shipped,Medium
868,10253_2,ON114,ON34,CU23,10253,37,139.92,2,5177.04,Cancelled,Medium
869,10266_3,ON115,ON34,CU71,10266,20,141.24,3,2824.8,Shipped,Small
870,10278_3,ON185,ON34,CU85,10278,39,110.88,3,4324.32,Shipped,Medium
871,10287_1,ON117,ON34,CU70,10287,44,114.84,1,5052.96,Shipped,Medium
872,10301_5,ON186,ON34,CU86,10301,22,146.52,5,3223.44,Shipped,Medium
873,10311_10,ON218,ON34,CU24,10311,43,122.76,10,5278.68,Shipped,Medium
874,10321_7,ON176,ON34,CU22,10321,27,105.6,7,2851.2,Shipped,Small
875,10331_10,ON187,ON34,CU46,10331,26,64.9,10,1687.4,Shipped,Small
876,10343_3,ON219,ON34,CU2,10343,25,52.32,3,1308.0,Shipped,Small
877,10366_2,ON244,ON34,CU91,10366,49,125.4,2,6144.6,Shipped,Medium
878,10379_5,ON242,ON34,CU24,10379,29,176.79999999999998,5,5127.2,Shipped,Medium
879,10407_12,ON222,ON34,CU62,10407,41,155.76,12,6386.16,On Hold,Medium
880,10419_2,ON123,ON34,CU20,10419,55,139.92000000000002,2,7695.6,Shipped,Large
881,10103_12,ON27,ON35,CU18,10103,27,83.07,12,2242.89,Shipped,Small
882,10112_2,ON28,ON35,CU25,10112,23,110.42999999999999,2,2539.89,Shipped,Small
883,10126_12,ON29,ON35,CU26,10126,31,90.17,12,2795.27,Shipped,Small
884,10139_1,ON196,ON35,CU21,10139,46,120.56,1,5545.76,Shipped,Medium
885,10150_9,ON31,ON35,CU27,10150,47,91.18,9,4285.46,Shipped,Medium
886,10163_2,ON32,ON35,CU28,10163,31,107.39,2,3329.09,Shipped,Medium
887,10174_5,ON33,ON35,CU29,10174,46,121.57000000000001,5,5592.22,Shipped,Medium
888,10183_9,ON34,ON35,CU30,10183,37,89.15,9,3298.55,Shipped,Medium
889,10193_1,ON201,ON35,CU88,10193,28,93.21000000000001,1,2609.88,Shipped,Small
890,10206_7,ON36,ON35,CU32,10206,37,90.17,7,3336.29,Shipped,Medium
891,10215_4,ON37,ON35,CU33,10215,49,112.45,4,5510.05,Shipped,Medium
892,10228_3,ON38,ON35,CU34,10228,24,104.35000000000001,3,2504.4,Shipped,Small
893,10244_1,ON204,ON35,CU24,10244,30,117.52,1,3525.6,Shipped,Medium
894,10257_1,ON257,ON35,CU62,10257,50,88.14,1,4407.0,Shipped,Medium
895,10270_10,ON41,ON35,CU21,10270,31,96.24,10,2983.44,Shipped,Small
896,10280_3,ON42,ON35,CU37,10280,46,111.44,3,5126.24,Shipped,Medium
897,10291_12,ON43,ON35,CU38,10291,47,121.57,12,5713.79,Shipped,Medium
898,10304_7,ON44,ON35,CU39,10304,46,100.3,7,4613.8,Shipped,Medium
899,10312_4,ON45,ON35,CU40,10312,37,100.3,4,3711.1,Shipped,Medium
900,10322_12,ON46,ON35,CU41,10322,33,106.81,12,3524.73,Shipped,Medium
901,10333_5,ON47,ON35,CU9,10333,31,90.17,5,2795.27,Shipped,Small
902,10347_9,ON48,ON35,CU11,10347,48,100.3,9,4814.4,Shipped,Medium
903,10357_6,ON49,ON35,CU40,10357,41,87.13,6,3572.33,Shipped,Medium
904,10369_1,ON50,ON35,CU42,10369,42,109.08,1,4581.36,Shipped,Medium
905,10381_8,ON51,ON35,CU5,10381,41,105.36,8,4319.76,Shipped,Medium
906,10391_6,ON52,ON35,CU43,10391,32,45.25,6,1448.0,Shipped,Small
907,10423_1,ON258,ON35,CU57,10423,10,88.14,1,881.4,In Process,Small
908,10103_14,ON27,ON36,CU18,10103,35,57.46,14,2011.1,Shipped,Small
909,10111_2,ON194,ON36,CU9,10111,28,64.33,2,1801.24,Shipped,Small
910,10126_14,ON29,ON36,CU26,10126,46,73.7,14,3390.2,Shipped,Medium
911,10139_3,ON196,ON36,CU21,10139,20,71.2,3,1424.0,Shipped,Small
912,10150_11,ON31,ON36,CU27,10150,30,49.97,11,1499.1,Shipped,Small
913,10163_4,ON32,ON36,CU28,10163,48,69.96,4,3358.08,Shipped,Medium
914,10173_2,ON199,ON36,CU87,10173,28,53.720000000000006,2,1504.16,Shipped,Small
915,10183_11,ON34,ON36,CU30,10183,39,68.08,11,2655.12,Shipped,Small
916,10193_3,ON201,ON36,CU88,10193,24,51.84,3,1244.16,Shipped,Small
917,10206_9,ON36,ON36,CU32,10206,28,67.46000000000001,9,1888.88,Shipped,Small
918,10215_6,ON37,ON36,CU33,10215,31,58.71,6,1820.01,Shipped,Small
919,10228_5,ON38,ON36,CU34,10228,45,63.709999999999994,5,2866.95,Shipped,Small
920,10244_3,ON204,ON36,CU24,10244,24,58.09,3,1394.16,Shipped,Small
921,10257_3,ON257,ON36,CU62,10257,49,53.720000000000006,3,2632.28,Shipped,Small
922,10269_1,ON259,ON36,CU20,10269,32,63.08,1,2018.56,Shipped,Small
923,10280_5,ON42,ON36,CU37,10280,43,68.71000000000001,5,2954.53,Shipped,Small
924,10291_14,ON43,ON36,CU38,10291,37,50.589999999999996,14,1871.83,Shipped,Small
925,10304_9,ON44,ON36,CU39,10304,24,64.96,9,1559.04,Shipped,Small
926,10312_6,ON45,ON36,CU40,10312,35,53.72,6,1880.2,Shipped,Small
927,10322_13,ON46,ON36,CU41,10322,41,29.87,13,1224.67,Shipped,Small
928,10332_17,ON207,ON36,CU78,10332,26,114.58,17,2979.08,Shipped,Small
929,10347_10,ON48,ON36,CU11,10347,34,64.96,10,2208.64,Shipped,Small
930,10357_5,ON49,ON36,CU40,10357,49,70.58,5,3458.42,Shipped,Medium
931,10369_6,ON50,ON36,CU42,10369,28,44.21,6,1237.88,Shipped,Small
932,10381_4,ON51,ON36,CU5,10381,40,68.08,4,2723.2,Shipped,Small
933,10392_3,ON260,ON36,CU64,10392,37,59.96,3,2218.52,Shipped,Small
934,10423_3,ON258,ON36,CU57,10423,31,53.72,3,1665.32,In Process,Small
935,10106_18,ON223,ON37,CU87,10106,41,83.44,18,3421.04,Shipped,Medium
936,10119_9,ON65,ON37,CU20,10119,21,89.46000000000001,9,1878.66,Shipped,Small
937,10130_2,ON261,ON37,CU92,10130,40,96.34,2,3853.6,Shipped,Medium
938,10143_13,ON67,ON37,CU51,10143,46,74.84,13,3442.64,Shipped,Medium
939,10155_11,ON68,ON37,CU17,10155,44,79.14,11,3482.16,Shipped,Medium
940,10167_7,ON69,ON37,CU38,10167,46,73.12,7,3363.52,Cancelled,Medium
941,10178_10,ON70,ON37,CU52,10178,41,81.72,10,3350.52,Shipped,Medium
942,10186_7,ON71,ON37,CU53,10186,32,89.46,7,2862.72,Shipped,Small
943,10197_4,ON72,ON37,CU54,10197,46,87.74,4,4036.04,Shipped,Medium
944,10209_6,ON73,ON37,CU55,10209,28,100.64,6,2817.92,Shipped,Small
945,10222_10,ON74,ON37,CU56,10222,49,94.62,10,4636.38,Shipped,Medium
946,10248_1,ON75,ON37,CU1,10248,21,73.97999999999999,1,1553.58,Cancelled,Small
947,10262_15,ON227,ON37,CU24,10262,32,84.3,15,2697.6,Cancelled,Small
948,10273_2,ON77,ON37,CU57,10273,34,98.06,2,3334.04,Shipped,Medium
949,10283_4,ON78,ON37,CU58,10283,21,98.06000000000002,4,2059.26,Shipped,Small
950,10296_13,ON230,ON37,CU90,10296,21,96.34,13,2023.14,Shipped,Small
951,10307_7,ON80,ON37,CU30,10307,31,83.44,7,2586.64,Shipped,Small
952,10316_15,ON81,ON37,CU60,10316,21,94.62,15,1987.02,Shipped,Small
953,10327_5,ON231,ON37,CU49,10327,25,45.86,5,1146.5,Resolved,Small
954,10338_3,ON232,ON37,CU91,10338,28,82.58,3,2312.24,Shipped,Small
955,10350_6,ON84,ON37,CU24,10350,43,64.97,6,2793.71,Shipped,Small
956,10373_5,ON86,ON37,CU61,10373,22,86.74,5,1908.28,Shipped,Small
957,10386_5,ON234,ON37,CU24,10386,37,93.00999999999999,5,3441.37,Resolved,Medium
958,10398_18,ON235,ON37,CU2,10398,28,72.26,18,2023.28,Shipped,Small
959,10400_7,ON89,ON37,CU62,10400,30,74.83999999999999,7,2245.2,Shipped,Small
960,10414_1,ON90,ON37,CU59,10414,44,73.98,1,3255.12,On Hold,Medium
961,10103_13,ON27,ON38,CU18,10103,25,101.58,13,2539.5,Shipped,Small
962,10111_1,ON194,ON38,CU9,10111,43,112.05,1,4818.15,Shipped,Medium
963,10126_13,ON29,ON38,CU26,10126,30,97.39,13,2921.7,Shipped,Small
964,10139_2,ON196,ON38,CU21,10139,20,90.06,2,1801.2,Shipped,Small
965,10150_10,ON31,ON38,CU27,10150,26,107.86,10,2804.36,Shipped,Small
966,10163_3,ON32,ON38,CU28,10163,40,122.52000000000001,3,4900.8,Shipped,Medium
967,10173_1,ON199,ON38,CU87,10173,31,89.01,1,2759.31,Shipped,Small
968,10183_10,ON34,ON38,CU30,10183,22,113.1,10,2488.2,Shipped,Small
969,10193_2,ON201,ON38,CU88,10193,23,120.42999999999999,2,2769.89,Shipped,Small
970,10206_8,ON36,ON38,CU32,10206,30,119.38000000000001,8,3581.4,Shipped,Medium
971,10215_5,ON37,ON38,CU33,10215,49,107.86000000000001,5,5285.14,Shipped,Medium
972,10228_4,ON38,ON38,CU34,10228,31,102.63000000000001,4,3181.53,Shipped,Medium
973,10244_2,ON204,ON38,CU24,10244,29,115.19000000000001,2,3340.51,Shipped,Medium
974,10257_2,ON257,ON38,CU62,10257,37,84.82000000000001,2,3138.34,Shipped,Medium
975,10270_11,ON41,ON38,CU21,10270,38,125.66,11,4775.08,Shipped,Medium
976,10280_4,ON42,ON38,CU37,10280,29,103.66999999999999,4,3006.43,Shipped,Medium
977,10291_13,ON43,ON38,CU38,10291,23,124.62,13,2866.26,Shipped,Small
978,10304_8,ON44,ON38,CU39,10304,26,85.86999999999999,8,2232.62,Shipped,Small
979,10312_5,ON45,ON38,CU40,10312,38,117.29,5,4457.02,Shipped,Medium
980,10322_7,ON46,ON38,CU41,10322,48,47.04,7,2257.92,Shipped,Small
981,10332_18,ON207,ON38,CU78,10332,40,39.8,18,1592.0,Shipped,Small
982,10347_11,ON48,ON38,CU11,10347,45,109.96,11,4948.2,Shipped,Medium
983,10357_4,ON49,ON38,CU40,10357,44,117.29,4,5160.76,Shipped,Medium
984,10369_5,ON50,ON38,CU42,10369,21,94.22,5,1978.62,Shipped,Small
985,10381_5,ON51,ON38,CU5,10381,35,122.52,5,4288.2,Shipped,Medium
986,10392_2,ON260,ON38,CU64,10392,29,86.91999999999999,2,2520.68,Shipped,Small
987,10423_2,ON258,ON38,CU57,10423,21,84.82000000000001,2,1781.22,In Process,Small
988,10105_11,ON64,ON39,CU49,10105,22,139.32,11,3065.04,Shipped,Medium
989,10117_5,ON124,ON39,CU27,10117,26,136.59,5,3551.34,Shipped,Medium
990,10128_2,ON262,ON39,CU24,10128,41,135.22,2,5544.02,Shipped,Medium
991,10142_8,ON126,ON39,CU40,10142,47,128.39,8,6034.33,Shipped,Medium
992,10153_7,ON127,ON39,CU24,10153,31,117.47,7,3641.57,Shipped,Medium
993,10166_2,ON263,ON39,CU22,10166,43,161.18,2,6930.74,Shipped,Medium
994,10177_9,ON264,ON39,CU77,10177,23,159.81,9,3675.63,Shipped,Medium
995,10185_9,ON130,ON39,CU51,10185,28,122.92999999999999,9,3442.04,Shipped,Medium
996,10196_1,ON131,ON39,CU35,10196,49,140.69,1,6893.81,Shipped,Medium
997,10208_9,ON132,ON39,CU31,10208,24,109.27,9,2622.48,Shipped,Small
998,10221_3,ON265,ON39,CU57,10221,33,133.86,3,4417.38,Shipped,Medium
999,10232_6,ON266,ON39,CU60,10232,22,163.91,6,3606.02,Shipped,Medium
1000,10248_12,ON75,ON39,CU1,10248,32,118.83,12,3802.56,Cancelled,Medium
1001,10273_13,ON77,ON39,CU57,10273,40,125.66,13,5026.4,Shipped,Medium
1002,10282_1,ON137,ON39,CU40,10282,43,155.71,1,6695.53,Shipped,Medium
1003,10293_4,ON138,ON39,CU37,10293,24,117.47000000000001,4,2819.28,Shipped,Small
1004,10306_9,ON139,ON39,CU78,10306,32,117.47,9,3759.04,Shipped,Medium
1005,10314_1,ON140,ON39,CU79,10314,20,136.59,1,2731.8,Shipped,Small
1006,10325_9,ON82,ON39,CU18,10325,24,69.12,9,1658.88,Shipped,Small
1007,10336_12,ON141,ON39,CU63,10336,48,120.38,12,5778.24,Shipped,Medium
1008,10350_1,ON84,ON39,CU24,10350,44,117.98,1,5191.12,Shipped,Medium
1009,10372_3,ON155,ON39,CU36,10372,28,137.96,3,3862.88,Shipped,Medium
1010,10383_9,ON246,ON39,CU24,10383,24,61.52,9,1476.48,Shipped,Small
